epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,135255,1.01683,2.9473,1.40531,0.73189,0.7755,0.80441,0.65831,0.70026,2.6384,1.21851,6.9704e-06,6.9704e-06,6.9704e-06
15,139444,1.00611,2.86415,1.39881,0.74406,0.78574,0.82611,0.6808,0.68527,2.5101,1.19757,6.8912e-06,6.8912e-06,6.8912e-06
16,142839,0.97339,2.74596,1.36747,0.75778,0.80944,0.84519,0.69712,0.6798,2.4403,1.19172,6.812e-06,6.812e-06,6.812e-06
17,147075,0.96742,2.67695,1.36145,0.77887,0.82532,0.85625,0.7087,0.66974,2.30261,1.17976,6.7328e-06,6.7328e-06,6.7328e-06
18,169958,0.95343,2.57711,1.35631,0.81151,0.81194,0.87441,0.72781,0.66044,2.22978,1.17048,6.6536e-06,6.6536e-06,6.6536e-06
19,183670,0.94377,2.50309,1.34229,0.82373,0.83171,0.88534,0.73897,0.65124,2.15898,1.15688,6.5744e-06,6.5744e-06,6.5744e-06
20,187049,0.93152,2.44876,1.33367,0.84895,0.84206,0.89716,0.74952,0.64572,2.09381,1.15173,6.4952e-06,6.4952e-06,6.4952e-06
21,190796,0.9246,2.38024,1.32622,0.83842,0.86976,0.90496,0.75685,0.63987,1.99114,1.14135,6.416e-06,6.416e-06,6.416e-06
22,193956,0.90427,2.30629,1.30589,0.8608,0.86871,0.912,0.76455,0.62957,1.9341,1.13164,6.3368e-06,6.3368e-06,6.3368e-06
23,197112,0.89227,2.28055,1.29562,0.87198,0.87964,0.91846,0.77504,0.62214,1.87704,1.11968,6.2576e-06,6.2576e-06,6.2576e-06
24,200327,0.87895,2.20868,1.28702,0.87114,0.88889,0.92664,0.78084,0.61653,1.8105,1.11351,6.1784e-06,6.1784e-06,6.1784e-06
25,204363,0.86644,2.14503,1.2714,0.89264,0.88023,0.93037,0.78649,0.60951,1.77099,1.10485,6.0992e-06,6.0992e-06,6.0992e-06
26,210346,0.86109,2.10843,1.27237,0.88879,0.89615,0.93689,0.79357,0.60632,1.73327,1.10366,6.02e-06,6.02e-06,6.02e-06
27,214766,0.85084,2.04969,1.25299,0.89819,0.90651,0.94066,0.80024,0.59711,1.68645,1.09258,5.9408e-06,5.9408e-06,5.9408e-06
28,219121,0.85415,2.0234,1.2561,0.90008,0.90551,0.94257,0.80351,0.59429,1.6399,1.09068,5.8616e-06,5.8616e-06,5.8616e-06
29,223540,0.84176,1.99292,1.25354,0.90505,0.91098,0.94818,0.808,0.59075,1.59181,1.08424,5.7824e-06,5.7824e-06,5.7824e-06
30,231977,0.84076,1.96545,1.24998,0.9094,0.9121,0.95103,0.81469,0.58402,1.56784,1.07668,5.7032e-06,5.7032e-06,5.7032e-06
31,235577,0.83433,1.92063,1.24201,0.91679,0.91458,0.95395,0.81647,0.58215,1.55858,1.07336,5.624e-06,5.624e-06,5.624e-06
32,270344,0.82463,1.89287,1.23304,0.92377,0.91542,0.95653,0.82104,0.57741,1.50116,1.06803,5.5448e-06,5.5448e-06,5.5448e-06
33,280916,0.82137,1.86569,1.23321,0.93457,0.91011,0.95963,0.82406,0.57261,1.4733,1.06369,5.4656e-06,5.4656e-06,5.4656e-06
34,284691,0.81976,1.83114,1.22652,0.93194,0.92203,0.96156,0.82723,0.57058,1.43805,1.05974,5.3864e-06,5.3864e-06,5.3864e-06
35,290980,0.79113,1.77577,1.20557,0.92786,0.9315,0.96456,0.83228,0.56586,1.41726,1.05618,5.3072e-06,5.3072e-06,5.3072e-06
36,294754,0.79523,1.75906,1.20659,0.93766,0.92769,0.96635,0.8342,0.56022,1.4043,1.05003,5.228e-06,5.228e-06,5.228e-06
37,299269,0.79841,1.73763,1.20667,0.93875,0.92964,0.96805,0.83578,0.55665,1.37602,1.04544,5.1488e-06,5.1488e-06,5.1488e-06
38,303529,0.80195,1.72976,1.20782,0.94489,0.93352,0.9703,0.83804,0.56161,1.35196,1.04907,5.0696e-06,5.0696e-06,5.0696e-06
39,307882,0.78649,1.69172,1.20058,0.94585,0.93471,0.97168,0.8408,0.55566,1.32559,1.04291,4.9904e-06,4.9904e-06,4.9904e-06
40,312328,0.79043,1.70699,1.20051,0.9417,0.94636,0.97343,0.84242,0.55409,1.30346,1.0394,4.9112e-06,4.9112e-06,4.9112e-06
41,316834,0.77801,1.65096,1.18517,0.94319,0.9463,0.97323,0.84437,0.54753,1.28138,1.03104,4.832e-06,4.832e-06,4.832e-06
42,320086,0.78117,1.65891,1.19099,0.94125,0.95165,0.97488,0.84687,0.54476,1.26699,1.03143,4.7528e-06,4.7528e-06,4.7528e-06
43,347442,0.77277,1.62732,1.18074,0.95061,0.94753,0.97641,0.84726,0.5426,1.24227,1.02926,4.6736e-06,4.6736e-06,4.6736e-06
44,350881,0.76325,1.59154,1.17233,0.95248,0.94846,0.97695,0.84921,0.54398,1.23751,1.02753,4.5944e-06,4.5944e-06,4.5944e-06
45,354400,0.77231,1.59523,1.17844,0.95609,0.94657,0.97777,0.85084,0.53845,1.21144,1.02153,4.5152e-06,4.5152e-06,4.5152e-06
46,371550,0.76333,1.57068,1.16941,0.96351,0.94372,0.97848,0.85176,0.5388,1.20982,1.02284,4.436e-06,4.436e-06,4.436e-06
47,381493,0.76294,1.5649,1.17921,0.95998,0.95294,0.97923,0.85424,0.5345,1.18884,1.01868,4.3568e-06,4.3568e-06,4.3568e-06
48,385893,0.76002,1.55562,1.16968,0.96357,0.94862,0.97929,0.85482,0.53151,1.16646,1.01577,4.2776e-06,4.2776e-06,4.2776e-06
49,390267,0.76857,1.55251,1.1784,0.95879,0.95102,0.97968,0.85577,0.53115,1.1591,1.01532,4.1984e-06,4.1984e-06,4.1984e-06
50,394671,0.74702,1.52049,1.15851,0.96167,0.95428,0.98035,0.85754,0.52885,1.15487,1.0136,4.1192e-06,4.1192e-06,4.1192e-06
51,398519,0.74946,1.51151,1.16058,0.96218,0.95324,0.98051,0.85706,0.52849,1.14557,1.01173,4.04e-06,4.04e-06,4.04e-06
52,401999,0.75254,1.49176,1.15863,0.96065,0.95689,0.98063,0.85842,0.52655,1.12907,1.00907,3.9608e-06,3.9608e-06,3.9608e-06
53,405186,0.74671,1.49068,1.15542,0.965,0.95496,0.9814,0.86041,0.52246,1.11455,1.00659,3.8816e-06,3.8816e-06,3.8816e-06
54,424483,0.74332,1.47627,1.15628,0.96119,0.95673,0.98189,0.86037,0.52148,1.10179,1.00586,3.8024e-06,3.8024e-06,3.8024e-06
55,434907,0.74643,1.48096,1.15757,0.96337,0.9561,0.9824,0.86234,0.5206,1.09663,1.00485,3.7232e-06,3.7232e-06,3.7232e-06
56,460959,0.74766,1.4549,1.15909,0.96744,0.95637,0.98232,0.86328,0.51717,1.08326,1.00179,3.644e-06,3.644e-06,3.644e-06
57,472315,0.74787,1.45211,1.15945,0.97009,0.95543,0.98276,0.86318,0.51694,1.08109,1.00004,3.5648e-06,3.5648e-06,3.5648e-06
58,476741,0.73493,1.43066,1.14639,0.97071,0.95806,0.98309,0.8642,0.51564,1.06596,0.99924,3.4856e-06,3.4856e-06,3.4856e-06
59,480818,0.73844,1.41471,1.14646,0.97334,0.95654,0.98325,0.86493,0.51613,1.06115,0.99866,3.4064e-06,3.4064e-06,3.4064e-06
60,485175,0.73434,1.4163,1.14845,0.97197,0.95828,0.98426,0.86594,0.51675,1.05147,0.99961,3.3272e-06,3.3272e-06,3.3272e-06
61,488513,0.73747,1.40708,1.14782,0.97157,0.95842,0.98412,0.86711,0.51382,1.04404,0.99612,3.248e-06,3.248e-06,3.248e-06
62,524799,0.72875,1.39605,1.13967,0.97483,0.95936,0.98417,0.86765,0.51142,1.03068,0.99378,3.1688e-06,3.1688e-06,3.1688e-06
63,528976,0.73672,1.40262,1.14356,0.97323,0.96118,0.98426,0.86759,0.51044,1.02611,0.99289,3.0896e-06,3.0896e-06,3.0896e-06
64,548433,0.72825,1.38314,1.14337,0.97611,0.96046,0.98481,0.86783,0.50956,1.0212,0.99145,3.0104e-06,3.0104e-06,3.0104e-06
65,560533,0.73232,1.37546,1.13517,0.9736,0.96182,0.98487,0.86774,0.51023,1.01497,0.99094,2.9312e-06,2.9312e-06,2.9312e-06
66,565675,0.72952,1.38284,1.143,0.97544,0.96208,0.98515,0.86962,0.50645,1.00656,0.98831,2.852e-06,2.852e-06,2.852e-06
67,570140,0.72725,1.35367,1.14013,0.97485,0.96291,0.98552,0.87109,0.50608,1.00142,0.9875,2.7728e-06,2.7728e-06,2.7728e-06
68,574503,0.71478,1.34447,1.13463,0.97468,0.96466,0.98556,0.8708,0.50655,0.99368,0.98856,2.6936e-06,2.6936e-06,2.6936e-06
69,578591,0.71357,1.34912,1.13078,0.97754,0.9625,0.98609,0.87085,0.50612,0.98761,0.98797,2.6144e-06,2.6144e-06,2.6144e-06
70,583402,0.7216,1.34545,1.13215,0.97721,0.96476,0.98597,0.87075,0.50412,0.98343,0.98661,2.5352e-06,2.5352e-06,2.5352e-06
71,586865,0.7183,1.34778,1.12936,0.97936,0.96336,0.98632,0.87185,0.50506,0.9792,0.98676,2.456e-06,2.456e-06,2.456e-06
72,610966,0.71679,1.32635,1.12532,0.97786,0.96608,0.9864,0.87267,0.50146,0.97307,0.98509,2.3768e-06,2.3768e-06,2.3768e-06
73,614954,0.71255,1.31867,1.12619,0.97802,0.96513,0.98654,0.87324,0.50143,0.96941,0.98459,2.2976e-06,2.2976e-06,2.2976e-06
74,619186,0.71521,1.32157,1.12975,0.97727,0.96486,0.98645,0.87366,0.49997,0.96538,0.98226,2.2184e-06,2.2184e-06,2.2184e-06
75,623434,0.71456,1.30427,1.13153,0.97845,0.96484,0.98645,0.87314,0.49964,0.95984,0.98218,2.1392e-06,2.1392e-06,2.1392e-06
76,627890,0.71114,1.31877,1.12911,0.97978,0.96519,0.98664,0.87319,0.50003,0.95803,0.98293,2.06e-06,2.06e-06,2.06e-06
77,631873,0.71599,1.3344,1.12911,0.97924,0.96761,0.9869,0.87388,0.49985,0.95075,0.98219,1.9808e-06,1.9808e-06,1.9808e-06
78,646094,0.70866,1.31349,1.1287,0.97987,0.96511,0.98706,0.87417,0.49987,0.94871,0.98232,1.9016e-06,1.9016e-06,1.9016e-06
79,650249,0.71338,1.29411,1.12787,0.97996,0.96539,0.98731,0.87479,0.49809,0.94739,0.98142,1.8224e-06,1.8224e-06,1.8224e-06
80,654588,0.70753,1.30237,1.1254,0.98065,0.96631,0.9874,0.87597,0.49679,0.94316,0.97969,1.7432e-06,1.7432e-06,1.7432e-06
81,658536,0.71224,1.30121,1.12226,0.98131,0.96596,0.98737,0.87559,0.49573,0.93728,0.97839,1.664e-06,1.664e-06,1.664e-06
82,671628,0.71762,1.30828,1.13318,0.98132,0.96516,0.98757,0.87569,0.49633,0.93489,0.9796,1.5848e-06,1.5848e-06,1.5848e-06
83,693395,0.72243,1.30491,1.1329,0.98006,0.96617,0.98747,0.87654,0.49511,0.93246,0.97801,1.5056e-06,1.5056e-06,1.5056e-06
84,697470,0.7056,1.28943,1.12129,0.98132,0.96595,0.98757,0.87693,0.49504,0.93291,0.97838,1.4264e-06,1.4264e-06,1.4264e-06
85,701550,0.70833,1.28493,1.12152,0.98095,0.96703,0.9876,0.87731,0.49489,0.92957,0.97781,1.3472e-06,1.3472e-06,1.3472e-06
86,706023,0.70503,1.27497,1.12387,0.97972,0.96795,0.98774,0.87689,0.49501,0.92527,0.97792,1.268e-06,1.268e-06,1.268e-06
87,709828,0.70634,1.27882,1.11812,0.97995,0.96836,0.98786,0.87735,0.49488,0.92191,0.97737,1.1888e-06,1.1888e-06,1.1888e-06
88,721562,0.7012,1.25288,1.11505,0.98054,0.96768,0.9878,0.87795,0.49372,0.91976,0.97645,1.1096e-06,1.1096e-06,1.1096e-06
89,737650,0.70529,1.27429,1.11732,0.98076,0.96807,0.98771,0.87758,0.4931,0.91809,0.97529,1.0304e-06,1.0304e-06,1.0304e-06
90,741284,0.70907,1.27733,1.12228,0.98086,0.96737,0.98781,0.87775,0.49291,0.91657,0.97546,9.512e-07,9.512e-07,9.512e-07
91,750010,0.57856,1.199,1.03852,0.96279,0.9649,0.98529,0.86569,0.51352,0.92344,0.98449,8.72e-07,8.72e-07,8.72e-07
92,786586,0.56808,1.16959,1.02901,0.96588,0.96381,0.98504,0.86524,0.51566,0.92059,0.98564,7.928e-07,7.928e-07,7.928e-07
93,790288,0.5688,1.13983,1.03553,0.9692,0.96422,0.98552,0.86628,0.51316,0.91341,0.98386,7.136e-07,7.136e-07,7.136e-07
94,797985,0.55885,1.12019,1.02957,0.97043,0.96673,0.98588,0.86727,0.51134,0.90716,0.98241,6.344e-07,6.344e-07,6.344e-07
95,801998,0.56233,1.11929,1.03274,0.97223,0.96656,0.98619,0.86797,0.50915,0.90196,0.98113,5.552e-07,5.552e-07,5.552e-07
96,806004,0.55919,1.11181,1.02678,0.97227,0.96731,0.98637,0.86835,0.50886,0.89849,0.98087,4.76e-07,4.76e-07,4.76e-07
97,809475,0.55168,1.10509,1.02314,0.97123,0.96762,0.98657,0.86908,0.50803,0.89569,0.98032,3.968e-07,3.968e-07,3.968e-07
98,813771,0.55688,1.10621,1.02801,0.97251,0.96847,0.98669,0.8697,0.50752,0.89347,0.97979,3.176e-07,3.176e-07,3.176e-07
99,817979,0.56074,1.10113,1.02738,0.97293,0.96837,0.98672,0.86994,0.50668,0.89201,0.97896,2.384e-07,2.384e-07,2.384e-07
100,822314,0.55792,1.09694,1.02238,0.97121,0.96897,0.98673,0.86978,0.50667,0.89104,0.97904,1.592e-07,1.592e-07,1.592e-07
