epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,22520.4,0.52101,0.54058,0.96184,0.99853,0.99768,0.995,0.93459,0.36264,0.28485,0.84295,0.00019801,0.00019801,0.00019801
37,23024.8,0.51991,0.55439,0.96746,0.99878,0.99683,0.995,0.9438,0.33173,0.26785,0.82525,0.000195011,0.000195011,0.000195011
38,23531.6,0.52643,0.55574,0.97505,0.9943,0.99797,0.995,0.94637,0.33397,0.27438,0.82616,0.000192011,0.000192011,0.000192011
39,24034.8,0.51013,0.519,0.95789,0.99246,0.99642,0.99487,0.94665,0.3335,0.27453,0.82676,0.000189011,0.000189011,0.000189011
40,39961.6,0.50752,0.5207,0.95411,0.99761,0.99796,0.995,0.94606,0.33242,0.25727,0.82577,0.000186012,0.000186012,0.000186012
41,40480.5,0.49498,0.50507,0.95635,0.99846,0.99809,0.995,0.94969,0.32028,0.25026,0.82211,0.000183012,0.000183012,0.000183012
42,40954.5,0.50201,0.5227,0.96105,0.99837,0.99569,0.995,0.94909,0.31935,0.24427,0.82088,0.000180012,0.000180012,0.000180012
43,41444.8,0.50379,0.49911,0.95831,0.99692,0.99683,0.995,0.95366,0.31514,0.24685,0.82064,0.000177013,0.000177013,0.000177013
44,42003.9,0.4942,0.49997,0.96088,0.99885,0.99768,0.995,0.94968,0.3249,0.23688,0.8201,0.000174013,0.000174013,0.000174013
45,42626.2,0.49407,0.49845,0.95394,0.9987,0.99831,0.995,0.94729,0.33489,0.24411,0.82832,0.000171013,0.000171013,0.000171013
46,43116.9,0.4992,0.50822,0.95913,0.99573,0.99727,0.995,0.95185,0.32006,0.23983,0.82498,0.000168013,0.000168013,0.000168013
47,43649.3,0.4976,0.50292,0.95787,0.99766,0.99803,0.99499,0.95144,0.31677,0.23381,0.81973,0.000165014,0.000165014,0.000165014
48,44175.2,0.4882,0.47738,0.95046,0.99904,0.99736,0.995,0.95127,0.31918,0.22758,0.82009,0.000162014,0.000162014,0.000162014
49,44699,0.47838,0.4832,0.94473,0.99737,0.99847,0.995,0.95559,0.31296,0.22859,0.81669,0.000159014,0.000159014,0.000159014
50,45215.6,0.46937,0.4593,0.94072,0.99894,0.99795,0.995,0.95679,0.30407,0.22768,0.81235,0.000156015,0.000156015,0.000156015
51,45749.1,0.48443,0.46255,0.94827,0.99781,0.99852,0.995,0.95932,0.3014,0.22677,0.81507,0.000153015,0.000153015,0.000153015
52,46280.6,0.49645,0.4915,0.95995,0.99616,0.99832,0.995,0.9545,0.3045,0.22035,0.81337,0.000150015,0.000150015,0.000150015
53,46914.8,0.49637,0.48193,0.95706,0.99762,0.9985,0.995,0.95768,0.30104,0.21695,0.81055,0.000147016,0.000147016,0.000147016
54,47555.8,0.47058,0.44791,0.94313,0.99814,0.99886,0.995,0.94919,0.32094,0.21765,0.81935,0.000144016,0.000144016,0.000144016
55,48196.5,0.46666,0.44889,0.93929,0.99839,0.99808,0.995,0.95784,0.29717,0.21283,0.80966,0.000141016,0.000141016,0.000141016
56,204287,0.47266,0.45451,0.9385,0.9992,0.99901,0.995,0.95483,0.30078,0.20946,0.81401,0.000138016,0.000138016,0.000138016
57,204996,0.46712,0.44283,0.94179,0.99846,0.99708,0.995,0.9581,0.29287,0.20879,0.80736,0.000135017,0.000135017,0.000135017
58,205705,0.46605,0.44657,0.94286,0.9992,0.99901,0.995,0.95947,0.29041,0.20533,0.80498,0.000132017,0.000132017,0.000132017
59,206427,0.46543,0.44486,0.94271,0.99809,0.99861,0.995,0.96063,0.28156,0.20494,0.80243,0.000129017,0.000129017,0.000129017
60,207119,0.46685,0.44058,0.94095,0.99809,0.99904,0.995,0.96294,0.28486,0.20063,0.80335,0.000126018,0.000126018,0.000126018
61,207668,0.45506,0.4327,0.93696,0.99889,0.99811,0.995,0.96302,0.27863,0.19998,0.80051,0.000123018,0.000123018,0.000123018
62,208185,0.45436,0.4257,0.93476,0.99874,0.99901,0.995,0.95714,0.29588,0.20456,0.80854,0.000120018,0.000120018,0.000120018
63,208656,0.45954,0.4362,0.94065,0.99913,0.99893,0.995,0.96279,0.28016,0.19922,0.80001,0.000117019,0.000117019,0.000117019
64,209139,0.45468,0.4224,0.93913,0.99826,0.99803,0.99499,0.96759,0.27272,0.19464,0.80004,0.000114019,0.000114019,0.000114019
65,209641,0.45114,0.42937,0.93673,0.99866,0.99813,0.995,0.96315,0.28312,0.19184,0.80233,0.000111019,0.000111019,0.000111019
66,210142,0.44845,0.40732,0.92904,0.9993,0.99711,0.995,0.97021,0.26919,0.18933,0.79672,0.000108019,0.000108019,0.000108019
67,210635,0.44127,0.41237,0.92687,0.99862,0.9984,0.995,0.96596,0.27539,0.19024,0.80057,0.00010502,0.00010502,0.00010502
68,211137,0.44631,0.42177,0.93645,0.9991,0.99816,0.995,0.96662,0.2721,0.18613,0.79771,0.00010202,0.00010202,0.00010202
69,211605,0.4412,0.41784,0.9287,0.99932,0.99901,0.995,0.96742,0.2713,0.18783,0.7968,9.90204e-05,9.90204e-05,9.90204e-05
70,212046,0.44803,0.41219,0.9352,0.99923,0.99901,0.995,0.96768,0.26791,0.18231,0.79684,9.60207e-05,9.60207e-05,9.60207e-05
71,212529,0.44677,0.42195,0.93736,0.99874,0.9997,0.995,0.96967,0.25879,0.18477,0.79163,9.3021e-05,9.3021e-05,9.3021e-05
72,213134,0.43138,0.39878,0.92401,0.99689,0.9988,0.995,0.9728,0.26153,0.18333,0.79094,9.00213e-05,9.00213e-05,9.00213e-05
73,213813,0.42838,0.40765,0.92655,0.99933,0.9994,0.995,0.96991,0.25927,0.17876,0.79124,8.70216e-05,8.70216e-05,8.70216e-05
74,214481,0.40913,0.38031,0.91324,0.99848,0.9969,0.995,0.97444,0.25155,0.17728,0.78884,8.40219e-05,8.40219e-05,8.40219e-05
75,215124,0.42944,0.39524,0.92477,0.99906,0.99893,0.995,0.97391,0.25412,0.17728,0.78993,8.10222e-05,8.10222e-05,8.10222e-05
76,215650,0.41455,0.38061,0.91806,0.99895,0.99915,0.995,0.97115,0.25713,0.17761,0.79102,7.80225e-05,7.80225e-05,7.80225e-05
77,216177,0.43121,0.39452,0.92431,0.99884,0.99927,0.995,0.97515,0.25385,0.1759,0.79104,7.50228e-05,7.50228e-05,7.50228e-05
78,216725,0.41975,0.39755,0.91563,0.99898,0.99907,0.995,0.97532,0.24875,0.17357,0.78753,7.20231e-05,7.20231e-05,7.20231e-05
79,217265,0.41844,0.39641,0.91721,0.9992,0.99906,0.995,0.97447,0.24573,0.17116,0.7857,6.90234e-05,6.90234e-05,6.90234e-05
80,217787,0.41648,0.38296,0.91948,0.99918,0.9994,0.995,0.97641,0.24571,0.17183,0.78653,6.60237e-05,6.60237e-05,6.60237e-05
81,218436,0.41393,0.38133,0.92007,0.9992,0.99925,0.995,0.97708,0.24355,0.17002,0.78528,6.3024e-05,6.3024e-05,6.3024e-05
82,218938,0.40746,0.37522,0.92181,0.99928,0.99922,0.995,0.97564,0.24868,0.1687,0.7881,6.00243e-05,6.00243e-05,6.00243e-05
83,219461,0.40941,0.38051,0.91253,0.99915,0.99915,0.995,0.97899,0.23717,0.16646,0.78457,5.70246e-05,5.70246e-05,5.70246e-05
84,219984,0.41037,0.37617,0.91524,0.99946,0.9991,0.995,0.97722,0.23888,0.16526,0.78349,5.40249e-05,5.40249e-05,5.40249e-05
85,223470,0.40234,0.36921,0.91056,0.99814,0.99957,0.995,0.97955,0.23339,0.16576,0.7818,5.10252e-05,5.10252e-05,5.10252e-05
86,223934,0.40832,0.37497,0.91998,0.99929,0.99914,0.995,0.97963,0.237,0.16357,0.78293,4.80255e-05,4.80255e-05,4.80255e-05
87,224425,0.40225,0.36238,0.91519,0.99927,0.99922,0.995,0.98001,0.23546,0.16306,0.78266,4.50258e-05,4.50258e-05,4.50258e-05
88,224934,0.40004,0.3653,0.91698,0.99935,0.9993,0.995,0.97848,0.23646,0.16107,0.7823,4.20261e-05,4.20261e-05,4.20261e-05
89,225451,0.39976,0.36029,0.9108,0.99928,0.99925,0.995,0.9816,0.23074,0.16015,0.78022,3.90264e-05,3.90264e-05,3.90264e-05
90,225967,0.39332,0.36483,0.91286,0.99924,0.99925,0.995,0.97928,0.23363,0.15999,0.78103,3.60267e-05,3.60267e-05,3.60267e-05
91,230425,0.27896,0.20659,0.83076,0.99929,0.99927,0.995,0.97563,0.24415,0.16724,0.78541,3.3027e-05,3.3027e-05,3.3027e-05
92,230907,0.26921,0.19496,0.82683,0.99939,0.99924,0.995,0.97664,0.23849,0.16232,0.78314,3.00273e-05,3.00273e-05,3.00273e-05
93,231411,0.27233,0.19352,0.82968,0.99929,0.99933,0.995,0.97708,0.2434,0.16452,0.78444,2.70276e-05,2.70276e-05,2.70276e-05
94,231922,0.27028,0.19017,0.82086,0.99937,0.99932,0.995,0.9784,0.23389,0.15884,0.78183,2.40279e-05,2.40279e-05,2.40279e-05
95,232423,0.26297,0.18663,0.82627,0.99935,0.99946,0.995,0.97812,0.23549,0.16061,0.78282,2.10282e-05,2.10282e-05,2.10282e-05
96,232940,0.26312,0.18583,0.82008,0.9994,0.99948,0.995,0.97919,0.23028,0.1575,0.78003,1.80285e-05,1.80285e-05,1.80285e-05
97,233458,0.2616,0.18325,0.82594,0.99935,0.99964,0.995,0.98166,0.22855,0.15709,0.77942,1.50288e-05,1.50288e-05,1.50288e-05
98,252164,0.26227,0.18209,0.8198,0.9993,0.99962,0.995,0.98352,0.22534,0.15486,0.77872,1.20291e-05,1.20291e-05,1.20291e-05
99,252622,0.25721,0.18586,0.81577,0.99941,0.99956,0.995,0.98249,0.22618,0.15532,0.77872,9.0294e-06,9.0294e-06,9.0294e-06
100,253170,0.25664,0.18141,0.818,0.99941,0.99956,0.995,0.98255,0.22374,0.15405,0.77831,6.0297e-06,6.0297e-06,6.0297e-06
